id,nombre_carretera,tramo,limite_tramo,sentido,limite,velocidad,fecha,matricula,conductor
A2/-230/20100305131032000,A2,230,100,descending,100,116,2010-03-05,7375OAI,48906593Z
M40/+23/20110718143034000,M40,23,80,ascending,80,95,2011-07-18,3523OOE,11148859T
A1/+218/20100408080128000,A1,218,100,ascending,100,110,2010-04-08,5862IOU,36071957E
A3/+204/20090227200844000,A3,204,100,ascending,100,115,2009-02-27,2955AUA,63050842E
A6/+237/20081221183045000,A6,237,100,ascending,100,113,2008-12-21,9834EUO,38423370F
A6/+171/20090226180747000,A6,171,100,ascending,100,114,2009-02-26,5502UIE,58444159D
A1/-232/20081120231224000,A1,232,100,descending,100,111,2008-11-20,9336IIU,12028211Q
A5/-211/20090127131124000,A5,211,100,descending,100,119,2009-01-27,6317EUO,06415210G
M40/-15/20080226074548000,M40,15,80,descending,80,98,2008-02-26,7789UAO,98595100B
A1/-160/20091030013851000,A1,160,100,descending,100,113,2009-10-30,2261EOI,31211842Z
M30/+32/20080704090928000,M30,32,50,ascending,50,66,2008-07-04,5716IEO,81542499R
M50/-85/20090623083341000,M50,85,100,descending,100,116,2009-06-23,1480EUA,17817924P
A2/+261/20090511085146000,A2,261,100,ascending,100,119,2009-05-11,1369IUA,97334824C
A5/-54/20130405203207000,A5,54,100,descending,100,116,2013-04-05,6205AIA,69049869M
A6/-108/20131217231156000,A6,108,100,descending,100,115,2013-12-17,5806EUE,48192930H
A4/-147/20130126152437000,A4,147,100,descending,100,124,2013-01-26,4366UII,34791409E
A4/-203/20120710030045000,A4,203,100,descending,100,117,2012-07-10,6817EUA,75939906R
M50/-15/20110622051943000,M50,15,100,descending,100,112,2011-06-22,7121UAU,38930269D
M30/+14/20130527225709000,M30,14,50,ascending,50,60,2013-05-27,7121UAU,38930269D
M50/+11/20111205140636000,M50,11,100,ascending,100,115,2011-12-05,5828EEE,20304333W
A2/+48/20110525075511000,A2,48,100,ascending,100,119,2011-05-25,8448OEU,56760451Q
M45/+28/20111012215440000,M45,28,80,ascending,80,96,2011-10-12,5526UOU,42038947F
A3/-94/20110914003933000,A3,94,100,descending,100,114,2011-09-14,0020AUA,44637269L
A3/-251/20131015190225000,A3,251,100,descending,100,110,2013-10-15,6292EIA,47285810H
A1/+217/20131225183536000,A1,217,100,ascending,100,120,2013-12-25,0438IAO,53675847B
A1/+217/20111016224549000,A1,217,100,ascending,100,111,2011-10-16,1295IIA,64997574B
M30/+10/20131229035218000,M30,10,50,ascending,50,66,2013-12-29,5863AII,31970465M
A4/-233/20120603030415000,A4,233,100,descending,100,120,2012-06-03,5716IEO,81542499R
M45/+33/20120818173002000,M45,33,80,ascending,80,93,2012-08-18,6758UOE,28786879X
M30/+11/20090521192230000,M30,11,50,ascending,50,63,2009-05-21,8111EAA,12035677F
M30/-11/20090701190818000,M30,11,50,descending,50,67,2009-07-01,6206EOU,49078455C
A6/-266/20100217172249000,A6,266,100,descending,100,115,2010-02-17,5716IEO,81542499R
A1/-298/20110324005949000,A1,298,100,descending,100,117,2011-03-24,6464AIA,08914907S
A3/+17/20091128142621000,A3,17,100,ascending,100,118,2009-11-28,8960AEO,04295516J
M50/+75/20091015153735000,M50,75,100,ascending,100,109,2009-10-15,8489EAU,33254360V
A3/+155/20120119085401000,A3,155,100,ascending,100,107,2012-01-19,1650OEI,90553454Q
M40/+23/20090816042641000,M40,23,80,ascending,80,90,2009-08-16,0098EUA,33300126J
A6/-198/20091207203821000,A6,198,100,descending,100,123,2009-12-07,5853OII,80551722H
A4/-270/20090915032350000,A4,270,100,descending,100,115,2009-09-15,5862IOU,36071957E
A2/+45/20120114211720000,A2,45,100,ascending,100,112,2012-01-14,1810AUI,51468998N
A6/-254/20100902184854000,A6,254,100,descending,100,117,2010-09-02,5831EEE,40977364N
A4/+91/20091024182951000,A4,91,100,ascending,100,119,2009-10-24,2955AUA,63050842E
A5/+236/20100404043013000,A5,236,100,ascending,100,111,2010-04-04,5823AEO,47614918L
M45/-20/20100531062607000,M45,20,80,descending,80,90,2010-05-31,5991OAE,58576842M
A1/-160/20091002151936000,A1,160,100,descending,100,119,2009-10-02,4734UAO,59070682N
A4/+50/20101107184256000,A4,50,100,ascending,100,113,2010-11-07,0861EUI,25819562S
A1/-298/20110501160258000,A1,298,100,descending,100,117,2011-05-01,1650OEI,90553454Q
M50/-16/20100727203453000,M50,16,100,descending,100,114,2010-07-27,2893EII,60730294J
M30/+10/20100109074648000,M30,10,50,ascending,50,61,2010-01-09,0728IOU,79172538Y
M30/-26/20100104232518000,M30,26,50,descending,50,69,2010-01-04,1295IIA,64997574B
A3/+17/20100325055837000,A3,17,100,ascending,100,100,2010-03-25,5279OUE,97091580R
M50/-80/20100808215802000,M50,80,100,descending,100,128,2010-08-08,2877AIA,59015527B
M40/-60/20101108170121000,M40,60,80,descending,80,90,2010-11-08,7607OAA,91988623P
A1/-271/20090923143813000,A1,271,100,descending,100,137,2009-09-23,9237OAU,46392720H
A5/-137/20101111080233000,A5,137,100,descending,100,115,2010-11-11,1369OAU,31414734T
A3/-252/20110801153951000,A3,252,100,descending,100,110,2011-08-01,7103OIU,00699099Z
A4/-188/20100227221158000,A4,188,100,descending,100,118,2010-02-27,3949IOE,65289655S
A2/-242/20081225110706000,A2,242,100,descending,100,122,2008-12-25,7376AEU,47718268F
M30/-31/20170904030439240,M30,31,50,descending,50,51,2017-09-04,6206EOU,49078455C
M50/-50/20171207120138790,M50,50,100,descending,100,165,2017-12-07,9959UOU,33300126J
M50/-58/20171128030447450,M50,58,100,descending,100,114,2017-11-28,9117UEE,98595100B
A1/-160/20090913132721000,A1,160,100,descending,100,92,2009-09-13,6560AII,78135349W
A5/+72/20090605151839000,A5,72,100,ascending,100,100,2009-06-05,7121UAU,38930269D
M40/-15/20091227195047000,M40,15,80,descending,80,114,2009-12-27,2072UIE,15187129E
M50/-18/20081207201812000,M50,18,100,descending,100,111,2008-12-07,9037UOU,95323852F
A4/+50/20170810060946330,A4,50,100,ascending,100,84,2017-08-10,1295IIA,64997574B
A4/-203/20170813100826410,A4,203,100,descending,100,112,2017-08-13,6864AIU,02055702P
M40/+42/20170606053908790,M40,42,80,ascending,80,73,2017-06-06,5387EAA,02626808R
M50/+11/20090721161046000,M50,11,100,ascending,100,116,2009-07-21,5806EUE,48192930H
A1/+217/20091103094823000,A1,217,100,ascending,100,125,2009-11-03,9038OUI,31414734T
M30/-24/20170607124009650,M30,24,50,descending,50,57,2017-06-07,2339OOI,07595709M
M30/-24/20170607124016670,M30,24,50,descending,50,57,2017-06-07,2347OUI,31414734T
A6/-60/20091010034728000,A6,60,100,descending,100,113,2009-10-10,5023EII,92366576W
A1/+217/20080602103803000,A1,217,100,ascending,100,146,2008-06-02,1717III,65572592Y
A4/-223/20081201153716000,A4,223,100,descending,100,115,2008-12-01,3202OUU,78455829T
M50/+11/20090329193002000,M50,11,100,ascending,100,112,2009-03-29,3784IAO,98585779M
A1/+131/20080107054841000,A1,131,100,ascending,100,121,2008-01-07,0431UIE,75109144E
M50/+66/20090617113530000,M50,66,100,ascending,100,155,2009-06-17,5944EOE,22117400W
M50/-34/20080515223719000,M50,34,100,descending,100,116,2008-05-15,5119AUI,19502956Z
A3/+204/20091201135827000,A3,204,100,ascending,100,116,2009-12-01,5023EII,92366576W
A2/+157/20090319213719000,A2,157,100,ascending,100,98,2009-03-19,6055EOO,60260601A
A4/-233/20090607014340000,A4,233,100,descending,100,111,2009-06-07,3812EIU,91725642D
A3/+155/20080720130938000,A3,155,100,ascending,100,113,2008-07-20,5303EIO,21582390H
M45/+17/20090322072346000,M45,17,80,ascending,80,96,2009-03-22,6525AEI,87980168Q
A3/+123/20170910000139000,A3,123,100,ascending,100,112,2017-09-10,3949IOE,65289655S
M50/-61/20150720200131000,M50,61,100,descending,100,114,2015-07-20,0946UOU,62526264M
M45/-28/20170627011804000,M45,28,80,descending,80,95,2017-06-27,6525AEI,87980168Q
M50/+66/20170804150732000,M50,66,100,ascending,100,118,2017-08-04,8953EIU,32197349V
M45/+15/20160705175539000,M45,15,80,ascending,80,93,2016-07-05,6306III,56193398M
A4/-188/20150910111158000,A4,188,100,descending,100,115,2015-09-10,3242OEU,20304333W
A3/+204/20170813062225000,A3,204,100,ascending,100,114,2017-08-13,0438IAO,53675847B
A5/+249/20170223100607000,A5,249,100,ascending,100,144,2017-02-23,3295IOE,53832275Q
A5/-137/20170309111623000,A5,137,100,descending,100,111,2017-03-09,5119AUI,19502956Z
A1/-160/20130727082019000,A1,160,100,descending,100,125,2013-07-27,3195EOU,60908146Y
A1/+218/20140226163640000,A1,218,100,ascending,100,123,2014-02-26,9683IIA,24230709W
A2/-242/20160105083652000,A2,242,100,descending,100,118,2016-01-05,0716AUU,55133962H
A1/-271/20130603214217000,A1,271,100,descending,100,116,2013-06-03,1244UEO,55087522S
M45/+33/20151011053745000,M45,33,80,ascending,80,98,2015-10-11,5303EIO,21582390H
M40/+23/20140903065458000,M40,23,80,ascending,80,90,2014-09-03,5862IOU,36071957E
M45/+19/20150402220314000,M45,19,80,ascending,80,78,2015-04-02,3631IUU,63709185J
M50/-61/20130822064324000,M50,61,100,descending,100,117,2013-08-22,8686IUU,95875344M
M50/-16/20131117182419000,M50,16,100,descending,100,101,2013-11-17,0438IAO,53675847B
A2/-242/20131020031724000,A2,242,100,descending,100,129,2013-10-20,0861EUI,25819562S
A2/+184/20141215222819000,A2,184,100,ascending,100,95,2014-12-15,7789UAO,98595100B
A6/-198/20150427113013000,A6,198,100,descending,100,122,2015-04-27,7163UUU,84916986C
A4/+50/20130917085540000,A4,50,100,ascending,100,103,2013-09-17,2877AIA,59015527B
M45/+37/20140816134604000,M45,37,80,ascending,80,80,2014-08-16,9445OEU,25877835Y
M45/-20/20150630180557000,M45,20,80,descending,80,51,2015-06-30,6648AEO,40648481Y
A2/+184/20141204041404000,A2,184,100,ascending,100,98,2014-12-04,2877AIA,59015527B
A6/-11/20150413182408000,A6,11,100,descending,100,118,2015-04-13,5853OII,80551722H
A3/-127/20151219175434000,A3,127,100,descending,100,119,2015-12-19,6560AII,78135349W
M40/+29/20081120214522000,M40,29,80,ascending,80,97,2008-11-20,5740AUA,17646703E
A6/-108/20081101082651000,A6,108,100,descending,100,110,2008-11-01,5350OAE,01707914A
M45/+26/20170916050841000,M45,26,80,ascending,80,92,2017-09-16,6560AII,78135349W
A5/-100/20090104113523000,A5,100,100,descending,100,116,2009-01-04,3949IOE,65289655S
A3/+49/20090118065545000,A3,49,100,ascending,100,112,2009-01-18,1943OAO,98277257M
M30/+11/20080922094323000,M30,11,50,ascending,50,62,2008-09-22,9507IIA,88900195C
A6/-60/20090511163332000,A6,60,100,descending,100,114,2009-05-11,5338IEI,80551722H
M45/-20/20090918062244000,M45,20,80,descending,80,103,2009-09-18,3631IUU,63709185J
A2/-155/20090711030301000,A2,155,100,descending,100,119,2009-07-11,7493AUE,50774649X
M50/+15/20080702060002000,M50,15,100,ascending,100,113,2008-07-02,5408EII,39707566K
A2/-242/20090530153422000,A2,242,100,descending,100,117,2009-05-30,8448OEU,56760451Q
A2/-168/20090118233113000,A2,168,100,descending,100,129,2009-01-18,5525OUO,40915263B
M50/+49/20091022073736000,M50,49,100,ascending,100,116,2009-10-22,7835UUA,54146779H
A5/+117/20090224081223000,A5,117,100,ascending,100,129,2009-02-24,3295IOE,53832275Q
M45/-28/20110811055805000,M45,28,80,descending,80,90,2011-08-11,4483AIO,26322160V
M40/-55/20130208020111000,M40,55,80,descending,80,97,2013-02-08,0062OEA,37616247T
M40/-55/20140117072226000,M40,55,80,descending,80,92,2014-01-17,7919AEO,21987229B
A6/-198/20111027170327000,A6,198,100,descending,100,112,2011-10-27,7757IAI,41938714P
A3/-10/20121205155848000,A3,10,100,descending,100,110,2012-12-05,5938AOI,23939454L
M30/-21/20110519100936000,M30,21,50,descending,50,62,2011-05-19,3242OEU,20304333W
A4/-233/20130123131716000,A4,233,100,descending,100,119,2013-01-23,5755OII,33344237X
M40/-55/20111129214611000,M40,55,80,descending,80,92,2011-11-29,3434AOI,76113108J
M50/+49/20121224130803000,M50,49,100,ascending,100,115,2012-12-24,7981IOE,20304333W
M50/+49/20120504233521000,M50,49,100,ascending,100,118,2012-05-04,3451OIO,25840054Z
M50/+49/20121003030759000,M50,49,100,ascending,100,113,2012-10-03,4584IEO,86515357Y
A3/+155/20110519011346000,A3,155,100,ascending,100,114,2011-05-19,9237OAU,46392720H
A1/+242/20120526052437000,A1,242,100,ascending,100,170,2012-05-26,4366UII,34791409E
A1/-271/20131022105513000,A1,271,100,descending,100,115,2013-10-22,1306OEE,06729275G
A3/+241/20140113223801000,A3,241,100,ascending,100,111,2014-01-13,0206OOE,25073532J
M40/-15/20130304131724000,M40,15,80,descending,80,132,2013-03-04,5303EIO,21582390H
M40/-15/20120101215345000,M40,15,80,descending,80,91,2012-01-01,6118UAA,29480068W
A1/-268/20110824095324000,A1,268,100,descending,100,112,2011-08-24,5387EAA,02626808R
M50/+11/20091201153630000,M50,11,100,ascending,100,135,2009-12-01,4544UOU,75939906R
M30/-21/20090526015131000,M30,21,50,descending,50,63,2009-05-26,6279OUE,22674835D
A4/-188/20100414132422000,A4,188,100,descending,100,120,2010-04-14,4741IOU,94229966R
A6/-11/20110615131610000,A6,11,100,descending,100,110,2011-06-15,2925UEO,21763956E
M30/+10/20091102201200000,M30,10,50,ascending,50,62,2009-11-02,1306OEE,06729275G
M30/+14/20091102204520000,M30,14,50,ascending,50,61,2009-11-02,1306OEE,06729275G
M50/-80/20101221124617000,M50,80,100,descending,100,99,2010-12-21,9855AIE,30801878W
A4/+50/20111024055406000,A4,50,100,ascending,100,119,2011-10-24,0438IAO,53675847B
A5/+70/20100102032017000,A5,70,100,ascending,100,111,2010-01-02,6118UAA,29480068W
A5/+72/20100102034929000,A5,72,100,ascending,100,110,2010-01-02,6118UAA,29480068W
A4/-203/20100530050313000,A4,203,100,descending,100,115,2010-05-30,5862IOU,36071957E
A6/-254/20100328220015000,A6,254,100,descending,100,116,2010-03-28,4741IOU,94229966R
M30/-31/20111209155715000,M30,31,50,descending,50,78,2011-12-09,9336IIU,12028211Q
A1/-271/20100214043034000,A1,271,100,descending,100,115,2010-02-14,0342OEO,13982887Z
M50/-18/20110409101312000,M50,18,100,descending,100,117,2011-04-09,4304AOI,60436163Y
M30/-26/20111201080328000,M30,26,50,descending,50,63,2011-12-01,7493AUE,50774649X
M40/-55/20110825075800000,M40,55,80,descending,80,98,2011-08-25,1130IOA,08914907S
M30/+10/20100225171803000,M30,10,50,ascending,50,61,2010-02-25,9037UOU,95323852F
A4/+260/20110902101932000,A4,260,100,ascending,100,119,2011-09-02,1295IIA,64997574B
A6/-254/20091231165223000,A6,254,100,descending,100,110,2009-12-31,2339OOI,07595709M
A6/-11/20091231184150000,A6,11,100,descending,100,110,2009-12-31,2339OOI,07595709M
A2/-155/20111130122820000,A2,155,100,descending,100,114,2011-11-30,0935IOA,33972967N
A2/+115/20110518154631000,A2,115,100,ascending,100,115,2011-05-18,5154AEO,84218087E
M40/-43/20101203093534000,M40,43,80,descending,80,93,2010-12-03,4450AAE,45191051F
A6/+171/20110825190254000,A6,171,100,ascending,100,112,2011-08-25,3346AOO,00528326Q
A2/-147/20110408162834000,A2,147,100,descending,100,111,2011-04-08,8545AOA,22764409K
A2/+157/20100406130755000,A2,157,100,ascending,100,114,2010-04-06,5023EII,92366576W
M45/+33/20110517020047000,M45,33,80,ascending,80,97,2011-05-17,6797EIU,52223220H
A5/-211/20090103100236000,A5,211,100,descending,100,115,2009-01-03,3949IOE,65289655S
M30/-25/20090428112938000,M30,25,50,descending,50,57,2009-04-28,6118UAA,29480068W
A1/+217/20170818235348260,A1,217,100,ascending,100,124,2017-08-18,9519OEE,55754166G
A5/-211/20090309103111000,A5,211,100,descending,100,114,2009-03-09,5119AUI,19502956Z
A4/-188/20170806065138420,A4,188,100,descending,100,115,2017-08-06,2925UEO,21763956E
A1/+122/20080210205913000,A1,122,100,ascending,100,100,2008-02-10,5119EUA,80771305C
M45/+26/20171025191459670,M45,26,80,ascending,80,94,2017-10-25,6525AEI,87980168Q
A1/-298/20080707160851000,A1,298,100,descending,100,103,2008-07-07,9237OAU,46392720H
A5/-54/20170605030326790,A5,54,100,descending,100,110,2017-06-05,3434AOI,76113108J
A1/+96/20091006031713000,A1,96,100,ascending,100,113,2009-10-06,0716AUU,55133962H
A1/+138/20080819053750000,A1,138,100,ascending,100,120,2008-08-19,0946UOU,62526264M
M30/-16/20080713233009000,M30,16,50,descending,50,58,2008-07-13,2925UEO,21763956E
A4/-188/20171017152344470,A4,188,100,descending,100,113,2017-10-17,6206EOU,49078455C
M40/-60/20091127021709000,M40,60,80,descending,80,97,2009-11-27,1497IUA,58161619R
A2/+261/20090404101843000,A2,261,100,ascending,100,102,2009-04-04,2339OOI,07595709M
A3/-92/20091119082050000,A3,92,100,descending,100,112,2009-11-19,4481IEE,47285810H
A1/-268/20170526190616850,A1,268,100,descending,100,111,2017-05-26,6818EAU,67245027L
M40/-55/20170518035900340,M40,55,80,descending,80,94,2017-05-18,2925UEO,21763956E
M50/+66/20080929122609000,M50,66,100,ascending,100,93,2008-09-29,1717III,65572592Y
A3/+241/20171119073415720,A3,241,100,ascending,100,114,2017-11-19,0383IOU,00708677R
A4/-270/20090131141805000,A4,270,100,descending,100,90,2009-01-31,0438IAO,53675847B
A2/+58/20090312175438000,A2,58,100,ascending,100,119,2009-03-12,5329UEU,75584686Q
M30/+10/20090108161541000,M30,10,50,ascending,50,67,2009-01-08,4760AEE,00528326Q
A6/+38/20171217130042150,A6,38,100,ascending,100,117,2017-12-17,7789UAO,98595100B
A5/+236/20080504032101000,A5,236,100,ascending,100,111,2008-05-04,2543OUU,19322800V
A1/-160/20090311144509000,A1,160,100,descending,100,127,2009-03-11,2339OOI,07595709M
M45/+17/20080528061012000,M45,17,80,ascending,80,99,2008-05-28,6279OUE,22674835D
M30/+32/20091002102619000,M30,32,50,ascending,50,62,2009-10-02,8545AOA,22764409K
A5/-271/20090325065027000,A5,271,100,descending,100,116,2009-03-25,7607OAA,91988623P
A6/-298/20170917041432000,A6,298,100,descending,100,100,2017-09-17,8784IUI,70106310X
A2/+115/20161006022101000,A2,115,100,ascending,100,96,2016-10-06,9218OIA,21371673G
A6/-11/20170322094725000,A6,11,100,descending,100,116,2017-03-22,1497IUA,58161619R
A1/-232/20080119061409000,A1,232,100,descending,100,114,2008-01-19,7757IAI,41938714P
M30/-30/20151005144530000,M30,30,50,descending,50,52,2015-10-05,4481IEE,47285810H
M45/-20/20171110045722000,M45,20,80,descending,80,98,2017-11-10,6118UAA,29480068W
A4/-233/20150731081217000,A4,233,100,descending,100,116,2015-07-31,5290OEU,36737468M
A3/-206/20160315110020000,A3,206,100,descending,100,117,2016-03-15,6061IUO,43287231N
A3/+204/20150830123334000,A3,204,100,ascending,100,128,2015-08-30,7757IAI,41938714P
A3/+17/20150521141649000,A3,17,100,ascending,100,110,2015-05-21,8472OIE,13633650D
M40/-43/20160322072006000,M40,43,80,descending,80,94,2016-03-22,5023EII,92366576W
M50/-61/20160627214813000,M50,61,100,descending,100,120,2016-06-27,3043OOI,30173036A
M40/-43/20170810084932000,M40,43,80,descending,80,96,2017-08-10,3242OEU,20304333W
A4/-188/20151018152344000,A4,188,100,descending,100,113,2015-10-18,6206EOU,49078455C
M40/+42/20170923074750000,M40,42,80,ascending,80,95,2017-09-23,3242OEU,20304333W
M30/-24/20150912213644000,M30,24,50,descending,50,65,2015-09-12,6818EAU,67245027L
A6/-254/20170403023107000,A6,254,100,descending,100,114,2017-04-03,6829IOA,67455235F
M45/-28/20171117024134000,M45,28,80,descending,80,141,2017-11-17,0020AUA,44637269L
A5/+274/20170606130551000,A5,274,100,ascending,100,117,2017-06-06,6882IUI,29525918J
A1/+242/20151012234209000,A1,242,100,ascending,100,98,2015-10-12,5823AEO,47614918L
M40/-43/20150627042851000,M40,43,80,descending,80,79,2015-06-27,1244UEO,55087522S
M30/-25/20150822171422000,M30,25,50,descending,50,44,2015-08-22,1131AOO,83880461J
A6/+237/20150105123545000,A6,237,100,ascending,100,100,2015-01-05,6560AII,78135349W
A3/+204/20150211132700000,A3,204,100,ascending,100,112,2015-02-11,8953EIU,32197349V
A1/-271/20150704043708000,A1,271,100,descending,100,105,2015-07-04,4483AIO,26322160V
M45/+19/20130527055719000,M45,19,80,ascending,80,76,2013-05-27,9599EAA,01362850P
M45/-26/20140313110850000,M45,26,80,descending,80,73,2014-03-13,1695OEI,68352906B
A5/-211/20140719200335000,A5,211,100,descending,100,99,2014-07-19,8177AAO,73236340Q
A5/+95/20150118164614000,A5,95,100,ascending,100,101,2015-01-18,2970EUI,07836519M
