matricula,bastidor,marca,modelo,potencia,color,fecha_matriculacion,titular
0718UUE,QIO53347Q60238367,Peuyo,Entero,1400,morado,2007-10-21,65897309D
6758UOE,OQO71060O20714781,Rinaul,Arroyo,1600,plateado,2006-05-22,17017996C
5023EII,IOO78843O25987869,Merche,Estadio,1400,ocre,2007-08-30,80805990K
3346AOO,IOO08497O98670333,Fork,Escolta,1400,azul,2007-01-06,48906593Z
5408EII,OQI93306Q71422991,Peuyo,Natural,1400,negro,2006-01-05,60908146Y
0619IEO,OQO87369I86192820,Zitron,Orange,1400,blanco metalizado,2008-02-29,82883718K
5350OAE,IOO27981I23368324,Escola,Primus,1400,marfil,2003-11-17,56536795N
9037UOU,OIO52124O45987574,Zitron,Grapef,1400,verde,2005-12-27,95323852F
7163UUU,OQI17265I29242525,Escola,Cuartus,1400,gris,2005-12-21,84916986C
5755OII,IIQ35613Q80838533,Rinaul,Charco,1400,plateado,2004-08-11,33344237X
5831EEE,OIQ11256Q19208892,Merche,Rod-star,1400,ocre metalizado,2006-01-07,40977364N
1306OEE,QQQ74826Q32942339,Bemev,Berlin,1400,negro,2002-05-11,06729275G
5329UEU,IQI54930Q10981187,Zitron,Tangerine,1400,gris,2002-04-13,75584686Q
8506OUO,QII06239O87469665,Rinaul,Charco,1400,tornasol,2006-07-14,70886396M
4776EUI,OOQ45179Q65086868,Merche,Rod-star,1400,gris metalizado,2002-10-21,44338136R
7372AEU,IIQ28512I42783932,Peuyo,Real,1400,blanco,2002-03-05,20147685F
9787IEE,III62370I64400385,Rinaul,Arroyo,1600,plateado metalizado,2003-06-12,09611341D
5862IOU,IOQ24526I72268006,Rinaul,Fuente,1400,azul metalizado,2008-12-11,78455829T
7250EOE,IOQ60801I73100862,Seta,Amanita,1400,dorado metalizado,2005-05-06,65151191B
9707OOI,IOQ82090O19640131,Zitron,Tangerine,1400,negro metalizado,2008-05-05,19425545K
7494UEU,OIQ99703O13452404,Zitron,Tangerine,1400,negro,2007-12-23,33585461X
8472OIE,QOQ90000Q37170799,Peuyo,Natural,1400,azul metalizado,2005-10-30,13633650D
3295IOE,OIQ00016Q31061188,Rinaul,Fuente,1400,anil metalizado,2007-06-25,30801878W
6317EUO,OOO08870Q45492075,Bemev,Berlin,1400,azul metalizado,2008-07-15,01707914A
5862IOU,IOQ24526I72268006,Rinaul,Fuente,1400,azul metalizado,2008-12-11,78455829T
1497IUA,IQO21503O84888857,Fork,Bipua,1400,plateado metalizado,2003-04-18,48906593Z
7608OAU,QOQ57086Q22530925,Bemev,Suv-X,1400,blanco,2007-03-23,80738207L
1329EUA,IQQ36078O16593117,Zitron,Lemmon,1400,azul,2002-06-29,22649968M
0583EAA,QII41544Q45043796,Peuyo,Real,1400,naranja,2004-06-21,49806223E
5119AUI,OOO75734O30167787,Rinaul,Fuente,1400,dorado metalizado,2007-08-14,19502956Z
6829IOA,IQO26325O33999656,Rinaul,Charco,1400,dorado,2002-06-26,67455235F
7789UAO,IOO69825O26080643,Seta,Champi,1400,morado,2003-11-10,69049869M
6061IUO,OQQ27182O80576969,Seta,Amanita,1400,magenta,2002-09-06,48272209Q
8419EIE,OII11700O76761286,Rinaul,Fuente,1400,blanco,2008-10-29,30173036A
6829IOA,IQO26325O33999656,Rinaul,Charco,1400,dorado,2002-06-26,67455235F
4584IEO,OIQ61721Q33118352,Fork,Bipua,1400,gris metalizado,2008-10-10,75939906R
7789UAO,IOO69825O26080643,Seta,Champi,1400,morado,2003-11-10,69049869M
3812EIU,IIQ55613O86187253,Zitron,Orange,1400,gris,2002-07-31,97959442G
6829IOA,IQO26325O33999656,Rinaul,Charco,1400,dorado,2002-06-26,67455235F
4640EUA,QOI49994I22598219,Peuyo,Real,1400,blanco,2004-03-27,56938622Y
5408EII,OQI93306Q71422991,Peuyo,Natural,1400,negro,2006-01-05,60908146Y
5023EII,IOO78843O25987869,Merche,Estadio,1400,ocre,2007-08-30,80805990K
6292EIA,OOQ68500I33835394,Fork,Tridente,1600,cuarzo,2008-01-04,68579236K
1717III,OIQ18415I29121885,Merche,Estadio,1400,negro,2002-05-24,11810752E
1405AOU,OII74095Q93576429,Rinaul,Charco,1400,plateado metalizado,2007-06-28,17017996C
6829IOA,IQO26325O33999656,Rinaul,Charco,1400,dorado,2002-06-26,67455235F
8140AOE,IOQ28379I74581401,Rinaul,Manante,1600,plateado metalizado,2008-08-08,76202995Q
5700IIE,IIO89049Q80945510,Zitron,Orange,1400,marron,2006-02-28,15928484H
3195EOU,IQQ30276O79775466,Peuyo,Primo,1600,azul,2002-04-10,97045896H
4785UUA,QQI71806I35950133,Merche,Estadio,1400,gris,2008-04-02,06415210G
3784IAO,IQI17923O96683383,Zitron,Lemmon,1400,rojo metalizado,2005-09-05,20304333W
3422AEU,OOQ73291O11537888,Escola,Cuartus,1400,azul,2008-07-10,48906593Z
3283IAA,OIO21498O85554277,Merche,Rod-star,1400,purpura metalizado,2006-01-30,26322160V
0398EUI,OOO89942Q75868161,Rinaul,Charco,1400,blanco metalizado,2007-05-22,12028211Q
6206EOU,OOQ49596O98630251,Escola,Tercius,1400,dorado metalizado,2006-05-06,77045444K
5338IEI,OQQ78495O15486701,Bemev,Cuple,1400,rojo,2008-04-22,04906297Y
3812EIU,IIQ55613O86187253,Zitron,Orange,1400,gris,2002-07-31,97959442G
1405AOU,OII74095Q93576429,Rinaul,Charco,1400,plateado metalizado,2007-06-28,17017996C
1117IAU,QQI39749I21129051,Fork,Escolta,1400,pardo,2003-03-19,25913468N
5338IEI,OQQ78495O15486701,Bemev,Cuple,1400,rojo,2008-04-22,04906297Y
3346AOO,IOO08497O98670333,Fork,Escolta,1400,azul,2007-01-06,48906593Z
4785UUA,QQI71806I35950133,Merche,Estadio,1400,gris,2008-04-02,06415210G
7835UUA,QII68367I56569585,Merche,Tourne,1400,blanco,2006-06-20,54146779H
8111EAA,QII98756O94565461,Zitron,Grapef,1400,blanco metalizado,2004-07-17,02055702P
9707OOI,IOQ82090O19640131,Zitron,Tangerine,1400,negro metalizado,2008-05-05,19425545K
8472OIE,QOQ90000Q37170799,Peuyo,Natural,1400,azul metalizado,2005-10-30,13633650D
8173OAU,QQO37246O79118901,Merche,Tourne,1400,plateado,2005-09-08,67121154R
3647AEO,OII62361I96849972,Bemev,K-brio,1400,rojo metalizado,2002-12-29,31414734T
6292EIA,OOQ68500I33835394,Fork,Tridente,1600,cuarzo,2008-01-04,68579236K
3929OOO,QII67147Q67852783,Bemev,Cuple,1400,blanco,2008-12-02,58793740J
6306III,IOQ24860Q49121860,Seta,Nizcalo,1400,marron,2004-03-10,56193398M
8828OIA,IOI77370I57501874,Rinaul,Manante,1600,gris,2006-09-04,46104267P
3949IOE,QOO41512I34042027,Bemev,Cuple,1400,violeta metalizado,2006-07-12,33254360V
9834EUO,OOI22518I51598940,Fork,Tetrox,1400,negro metalizado,2003-07-16,15957991Q
7283OOE,OII87486Q10383606,Seta,Champi,1400,gris metalizado,2008-12-18,08375827D
4640EUA,QOI49994I22598219,Peuyo,Real,1400,blanco,2004-03-27,56938622Y
6818EAU,QOI57614I44678610,Rinaul,Charco,1400,naranja,2006-04-15,67245027L
2970EUI,IOQ43964Q26568383,Rinaul,Charco,1400,gris,2003-09-27,56651407S
6292EIA,OOQ68500I33835394,Fork,Tridente,1600,cuarzo,2008-01-04,68579236K
2925UEO,IQO39693O81983905,Merche,Estadio,1400,gris,2005-10-14,20533589V
0342OEO,OQO75596O11597968,Bemev,Berlin,1400,blanco metalizado,2002-08-13,13982887Z
4304AOI,QIQ49659I37001700,Seta,Amanita,1400,blanco metalizado,2006-02-04,19425545K
8775UUI,IQI85899Q77755337,Peuyo,Real,1400,plateado metalizado,2008-04-05,19322800V
9787IEE,III62370I64400385,Rinaul,Arroyo,1600,plateado metalizado,2003-06-12,09611341D
0935IOA,QQQ12857O79355025,Bemev,Berlin,1400,azul metalizado,2006-12-08,02055702P
2950AAO,OIQ43787Q61930550,Peuyo,Primo,1600,negro metalizado,2005-04-10,05511330R
4741IOU,QQO55908Q93098386,Merche,Rod-star,1400,gris,2004-07-13,92453827Z
8784IUI,OQO15880I36350106,Bemev,Suv-X,1400,plateado metalizado,2003-11-18,50219461L
4483AIO,IOQ90947Q76497060,Merche,Berlin,1400,negro metalizado,2005-10-05,15742171M
5853OII,OIO85050Q74433787,Rinaul,Fuente,1400,violeta,2007-01-10,90553454Q
2950AAO,OIQ43787Q61930550,Peuyo,Primo,1600,negro metalizado,2005-04-10,05511330R
4741IOU,QQO55908Q93098386,Merche,Rod-star,1400,gris,2004-07-13,92453827Z
6206EOU,OOQ49596O98630251,Escola,Tercius,1400,dorado metalizado,2006-05-06,77045444K
5755OII,IIQ35613Q80838533,Rinaul,Charco,1400,plateado,2004-08-11,33344237X
5755OII,IIQ35613Q80838533,Rinaul,Charco,1400,plateado,2004-08-11,33344237X
4450AAE,IIO61033Q38692681,Merche,Berlin,1400,rojo,2004-02-29,79763740Q
7789UAO,IOO69825O26080643,Seta,Champi,1400,morado,2003-11-10,69049869M
2583UIO,OQO97896Q30805722,Bemev,Cuple,1400,negro metalizado,2002-02-25,56651407S
8506OUO,QII06239O87469665,Rinaul,Charco,1400,tornasol,2006-07-14,70886396M
4237EIO,IQQ95604Q39887649,Escola,Cuartus,1400,negro,2008-07-12,75939906R
9707OOI,IOQ82090O19640131,Zitron,Tangerine,1400,negro metalizado,2008-05-05,19425545K
3346AOO,IOO08497O98670333,Fork,Escolta,1400,azul,2007-01-06,48906593Z
3949IOE,QOO41512I34042027,Bemev,Cuple,1400,violeta metalizado,2006-07-12,33254360V
9445OEU,QQI04019I59214396,Zitron,Grapef,1400,plateado metalizado,2005-02-05,38423370F
9519OEE,QQQ42530Q26501403,Escola,Tercius,1400,rojo metalizado,2004-10-31,73520242Y
5991OAE,OII52565Q82805759,Bemev,K-brio,1400,negro,2003-05-05,11810752E
5502UIE,QOO52534Q98854002,Rinaul,Fuente,1400,gris metalizado,2002-10-05,41983923E
5740AUA,OQI20031Q26951497,Zitron,Grapef,1400,negro metalizado,2008-08-22,99181271G
7696UOA,OOI78032I91035606,Peuyo,Real,1400,gris metalizado,2007-03-09,46197994X
9683IIA,QIO70654Q63199844,Zitron,Tangerine,1400,verde,2003-09-11,47285810H
4785UUA,QQI71806I35950133,Merche,Estadio,1400,gris,2008-04-02,06415210G
1536UII,OIQ52049Q13574249,Bemev,Berlin,1400,rojo metalizado,2003-11-27,74086301N
4166UOU,QII83377O35978223,Escola,Seconda,1400,blanco,2002-12-30,35235590G
1072IOA,IOQ21422I15691931,Rinaul,Fuente,1400,aguamarina,2008-07-04,25877835Y
4450AAE,IIO61033Q38692681,Merche,Berlin,1400,rojo,2004-02-29,79763740Q
2370AOA,QOI80405O48038890,Escola,Cuartus,1400,cuarzo metalizado,2007-01-20,74026572Z
8686IUU,OQO43241Q19559486,Fork,Tetrox,1400,dorado,2002-08-31,95875344M
0473AEO,QQQ80529O31965117,Escola,Seconda,1400,amarillo metalizado,2003-08-24,24230709W
7372OEI,QOI14251O10944352,Fork,Escolta,1400,dorado,2003-10-20,42349732Q
9495AIA,OOQ95654Q25754626,Fork,Bipua,1400,gris,2007-07-10,30173036A
0206OOE,IQQ45173Q47397503,Seta,Nizcalo,1400,negro,2002-11-29,25073532J
7919AEO,QOI84163Q14980235,Rinaul,Fuente,1400,marron,2008-05-29,21987229B
5938AOI,QII73641I58296691,Seta,Champi,1400,gris,2005-02-28,82883718K
4309OEE,OOQ28745O80245812,Zitron,Orange,1400,plateado,2004-02-26,93655750A
0206OOE,IQQ45173Q47397503,Seta,Nizcalo,1400,negro,2002-11-29,25073532J
4304AOI,QIQ49659I37001700,Seta,Amanita,1400,blanco metalizado,2006-02-04,19425545K
9733UAO,IOO27617O30655451,Rinaul,Charco,1400,dorado,2006-01-17,81904772R
0020AUA,IOI82044I77796060,Bemev,Berlin,1400,negro metalizado,2002-12-30,15957991Q
0728IOU,OIQ42514I41248866,Fork,Tridente,1600,plateado,2004-03-02,72487325L
9507AAI,OII49357Q64011955,Bemev,Cuple,1400,blanco metalizado,2006-11-26,45568849F
5408EII,OQI93306Q71422991,Peuyo,Natural,1400,negro,2006-01-05,60908146Y
9861AUO,OIQ07264O18727308,Zitron,Tangerine,1400,rojo,2008-07-19,76150280V
9861AUO,OIQ07264O18727308,Zitron,Tangerine,1400,rojo,2008-07-19,76150280V
7919AEO,QOI84163Q14980235,Rinaul,Fuente,1400,marron,2008-05-29,21987229B
7494UEU,OIQ99703O13452404,Zitron,Tangerine,1400,negro,2007-12-23,33585461X
5862IOU,IOQ24526I72268006,Rinaul,Fuente,1400,azul metalizado,2008-12-11,78455829T
2543OUU,IOQ86262Q94000006,Peuyo,Entero,1400,negro metalizado,2007-10-22,05511330R
3202OUU,IQI61167O30378668,Peuyo,Real,1400,blanco,2003-11-07,21371673G
7494UEU,OIQ99703O13452404,Zitron,Tangerine,1400,negro,2007-12-23,33585461X
7607OAA,QQI83672I21673744,Seta,Champi,1400,rojo,2004-01-31,91988623P
8173OAU,QQO37246O79118901,Merche,Tourne,1400,plateado,2005-09-08,67121154R
5387EAA,QOQ39466I66653703,Zitron,Grapef,1400,blanco metalizado,2003-12-16,02626808R
1405AOU,OII74095Q93576429,Rinaul,Charco,1400,plateado metalizado,2007-06-28,17017996C
0020AUA,IOI82044I77796060,Bemev,Berlin,1400,negro metalizado,2002-12-30,15957991Q
1117IAU,QQI39749I21129051,Fork,Escolta,1400,pardo,2003-03-19,25913468N
8140AOE,IOQ28379I74581401,Rinaul,Manante,1600,plateado metalizado,2008-08-08,76202995Q
7757IAI,QOQ15743I93680654,Escola,Primus,1400,azul metalizado,2006-06-01,41938714P
6320UOU,IQO90213Q86210207,Zitron,Tangerine,1400,negro metalizado,2004-02-24,87457684T
9855AIE,OQQ78585Q47198752,Rinaul,Fuente,1400,blanco,2005-01-03,36071957E
9855AIE,OQQ78585Q47198752,Rinaul,Fuente,1400,blanco,2005-01-03,36071957E
6061IUO,OQQ27182O80576969,Seta,Amanita,1400,magenta,2002-09-06,48272209Q
2925UEO,IQO39693O81983905,Merche,Estadio,1400,gris,2005-10-14,20533589V
0098EUA,IIO57905I36451310,Peuyo,Real,1400,gris metalizado,2003-10-24,75969962L
7103OIU,QQQ37135O37606875,Seta,Champi,1400,negro,2007-03-16,45191051F
6797EIU,IOQ09038O61986932,Bemev,Suv-X,1400,blanco metalizado,2006-11-13,79278865G
1405AOU,OII74095Q93576429,Rinaul,Charco,1400,plateado metalizado,2007-06-28,17017996C
3204OUA,IIO59720Q16009469,Peuyo,Real,1400,rojo,2002-08-01,18258713W
0566EAU,IOQ70224Q79374722,Rinaul,Fuente,1400,negro,2003-11-21,60908146Y
4304AOI,QIQ49659I37001700,Seta,Amanita,1400,blanco metalizado,2006-02-04,19425545K
4333EUU,QII89274I48876364,Zitron,Lemmon,1400,dorado metalizado,2006-08-10,72449035R
9683IIA,QIO70654Q63199844,Zitron,Tangerine,1400,verde,2003-09-11,47285810H
2339OOI,QOO24966O13530390,Bemev,Cuple,1400,violeta,2003-09-24,07595709M
6829IOA,IQO26325O33999656,Rinaul,Charco,1400,dorado,2002-06-26,67455235F
6206EOU,OOQ49596O98630251,Escola,Tercius,1400,dorado metalizado,2006-05-06,77045444K
0062OEA,IOI81674Q57617232,Merche,Tourne,1400,purpura metalizado,2006-02-13,77684051X
7919AEO,QOI84163Q14980235,Rinaul,Fuente,1400,marron,2008-05-29,21987229B
2925UEO,IQO39693O81983905,Merche,Estadio,1400,gris,2005-10-14,20533589V
1306OEE,QQQ74826Q32942339,Bemev,Berlin,1400,negro,2002-05-11,06729275G
6734OUU,QQO09939I45954228,Rinaul,Manante,1600,blanco,2003-09-08,82883718K
5999AAI,QQQ45174I70991065,Bemev,Cuple,1400,plateado,2009-01-27,78455829T
6493OEA,IQQ64123Q58925888,Merche,Berlin,1400,negro,2003-04-14,99181271G
6095EAE,QOI73448I86621862,Escola,Primus,1400,blanco metalizado,2006-07-22,56651407S
1717III,OIQ18415I29121885,Merche,Estadio,1400,negro,2002-05-24,11810752E
0718UUE,QIO53347Q60238367,Peuyo,Entero,1400,morado,2007-10-21,65897309D
6317EUO,OOO08870Q45492075,Bemev,Berlin,1400,azul metalizado,2008-07-15,01707914A
4702OIA,OQO66095Q53287646,Peuyo,Real,1400,gris,2006-02-10,73010468G
4309OEE,OOQ28745O80245812,Zitron,Orange,1400,plateado,2004-02-26,93655750A
9787IEE,III62370I64400385,Rinaul,Arroyo,1600,plateado metalizado,2003-06-12,09611341D
6061IUO,OQQ27182O80576969,Seta,Amanita,1400,magenta,2002-09-06,48272209Q
9707OOI,IOQ82090O19640131,Zitron,Tangerine,1400,negro metalizado,2008-05-05,19425545K
4450AAE,IIO61033Q38692681,Merche,Berlin,1400,rojo,2004-02-29,79763740Q
0098EUA,IIO57905I36451310,Peuyo,Real,1400,gris metalizado,2003-10-24,75969962L
4483AIO,IOQ90947Q76497060,Merche,Berlin,1400,negro metalizado,2005-10-05,15742171M
0504IUE,QIQ58505I97074027,Bemev,K-brio,1400,plateado,2006-06-15,65572592Y
9105UIU,IIQ54724I78886023,Merche,Berlin,1400,plateado,2002-03-11,53832275Q
6118UAA,IOO86091I29232341,Rinaul,Charco,1400,fucsia,2007-05-20,74080979A
8448OEU,OIQ76334Q93420906,Bemev,Suv-X,1400,blanco metalizado,2004-04-15,58094111K
9959UOU,OOI52346O55505969,Escola,Primus,1400,violeta,2005-09-08,49078455C
2539EOE,OII05576Q94589278,Fork,Escolta,1400,blanco metalizado,2005-01-25,12519376Q
1244UEO,OOI57038I93426527,Merche,Estadio,1400,blanco,2005-03-29,05511330R
0716AUU,QQQ55757I44532899,Zitron,Orange,1400,plateado metalizado,2004-02-10,55133962H
4584IEO,OIQ61721Q33118352,Fork,Bipua,1400,gris metalizado,2008-10-10,75939906R
1244UEO,OOI57038I93426527,Merche,Estadio,1400,blanco,2005-03-29,05511330R
0609OUU,QQI81621Q14193903,Escola,Tercius,1400,beige,2006-01-23,00528326Q
0566EAU,IOQ70224Q79374722,Rinaul,Fuente,1400,negro,2003-11-21,60908146Y
1717III,OIQ18415I29121885,Merche,Estadio,1400,negro,2002-05-24,11810752E
9336IIU,IIQ62942I24852157,Rinaul,Manante,1600,azul metalizado,2004-05-16,08375827D
4519AIU,OQO12512I51315316,Zitron,Grapef,1400,azul metalizado,2002-04-18,44338136R
9519OEE,QQQ42530Q26501403,Escola,Tercius,1400,rojo metalizado,2004-10-31,73520242Y
2072UIE,OII25437I17656615,Merche,Estadio,1400,dorado,2004-07-05,58094111K
2452UEO,IOO31585Q93414655,Fork,Bipua,1400,verde metalizado,2005-01-21,65393209T
6758UOE,OQO71060O20714781,Rinaul,Arroyo,1600,plateado,2006-05-22,17017996C
9218OIA,OOI05730Q79417046,Merche,Estadio,1400,blanco,2003-10-15,28232810B
5408EII,OQI93306Q71422991,Peuyo,Natural,1400,negro,2006-01-05,60908146Y
1695OEI,QOI95480Q87654551,Seta,Amanita,1400,dorado metalizado,2004-09-25,68352906B
2512UAA,QQO89197I91405409,Fork,Escolta,1400,rojo metalizado,2002-09-28,22649968M
3242OEU,QQO35627O39157157,Rinaul,Arroyo,1600,azul,2003-09-10,50219461L
7405UIU,III22374O22741845,Fork,Tetrox,1400,negro metalizado,2005-04-20,92453827Z
5740AUA,OQI20031Q26951497,Zitron,Grapef,1400,negro metalizado,2008-08-22,99181271G
8828OIA,IOI77370I57501874,Rinaul,Manante,1600,gris,2006-09-04,46104267P
0020AUA,IOI82044I77796060,Bemev,Berlin,1400,negro metalizado,2002-12-30,15957991Q
8472OIE,QOQ90000Q37170799,Peuyo,Natural,1400,azul metalizado,2005-10-30,13633650D
4785UUA,QQI71806I35950133,Merche,Estadio,1400,gris,2008-04-02,06415210G
1286OEO,OII27925I50936906,Zitron,Lemmon,1400,beige,2007-07-03,97976946M
9834EUO,OOI22518I51598940,Fork,Tetrox,1400,negro metalizado,2003-07-16,15957991Q
0716AUU,QQQ55757I44532899,Zitron,Orange,1400,plateado metalizado,2004-02-10,55133962H
2955AUA,QQO00742I75887536,Escola,Cuartus,1400,beige,2007-09-10,63050842E
4280EUI,IIQ31616Q55143183,Merche,Rod-star,1400,negro,2008-04-26,85549822B
6734OUU,QQO09939I45954228,Rinaul,Manante,1600,blanco,2003-09-08,82883718K
4304AOI,QIQ49659I37001700,Seta,Amanita,1400,blanco metalizado,2006-02-04,19425545K
5716IEO,QIQ76297O11418008,Peuyo,Primo,1600,gris metalizado,2002-12-05,81542499R
9733UAO,IOO27617O30655451,Rinaul,Charco,1400,dorado,2006-01-17,81904772R
6205AIA,OQI29527Q44741473,Seta,Champi,1400,verde,2005-11-02,51464893R
1295IIA,IQO99022O12874558,Escola,Tercius,1400,blanco,2006-08-30,64997574B
6055EOO,IOO50528Q18756955,Merche,Rod-star,1400,negro metalizado,2005-11-15,60260601A
6317EUO,OOO08870Q45492075,Bemev,Berlin,1400,azul metalizado,2008-07-15,01707914A
8419EIE,OII11700O76761286,Rinaul,Fuente,1400,blanco,2008-10-29,30173036A
2339OOI,QOO24966O13530390,Bemev,Cuple,1400,violeta,2003-09-24,07595709M
0020AUA,IOI82044I77796060,Bemev,Berlin,1400,negro metalizado,2002-12-30,15957991Q
4481IEE,QQI08224Q96288743,Rinaul,Charco,1400,gris,2009-01-13,56651407S
6306III,IOQ24860Q49121860,Seta,Nizcalo,1400,marron,2004-03-10,56193398M
8953EIU,IOI57860Q46262066,Rinaul,Fuente,1400,blanco metalizado,2007-01-14,00015430C
1117IAU,QQI39749I21129051,Fork,Escolta,1400,pardo,2003-03-19,25913468N
3434AOI,QII85658I22914472,Bemev,Suv-X,1400,blanco,2002-03-01,76113108J
8953EIU,IOI57860Q46262066,Rinaul,Fuente,1400,blanco metalizado,2007-01-14,00015430C
2893EII,QIO72834I13492424,Rinaul,Charco,1400,dorado,2002-03-15,60730294J
7372OEI,QOI14251O10944352,Fork,Escolta,1400,dorado,2003-10-20,42349732Q
5350OAE,IOO27981I23368324,Escola,Primus,1400,marfil,2003-11-17,56536795N
6891AIU,QQO25927I22247766,Merche,Tourne,1400,blanco metalizado,2006-09-15,19425545K
5119EUA,QII24751Q68251165,Fork,Escolta,1400,aguamarina,2004-11-12,80771305C
2925UEO,IQO39693O81983905,Merche,Estadio,1400,gris,2005-10-14,20533589V
5279OUE,QIQ53737Q94873236,Zitron,Lemmon,1400,negro metalizado,2003-02-15,97091580R
5338IEI,OQQ78495O15486701,Bemev,Cuple,1400,rojo,2008-04-22,04906297Y
4584IEO,OIQ61721Q33118352,Fork,Bipua,1400,gris metalizado,2008-10-10,75939906R
7283OOE,OII87486Q10383606,Seta,Champi,1400,gris metalizado,2008-12-18,08375827D
7372AEU,IIQ28512I42783932,Peuyo,Real,1400,blanco,2002-03-05,20147685F
5844EIA,IIQ83190I84295888,Seta,Amanita,1400,gris,2008-01-11,65572592Y
6111IAI,QIO78629I56366773,Rinaul,Fuente,1400,dorado,2004-10-25,70809340E
9038OUI,IOQ49960I40461517,Rinaul,Fuente,1400,rojo metalizado,2003-01-20,63763779M
6818EAU,QOI57614I44678610,Rinaul,Charco,1400,naranja,2006-04-15,67245027L
6306III,IOQ24860Q49121860,Seta,Nizcalo,1400,marron,2004-03-10,56193398M
5944EOE,QQO34155Q14848497,Escola,Seconda,1400,plateado metalizado,2004-06-25,22117400W
9200IIA,QIO98366Q19140741,Escola,Primus,1400,rojo metalizado,2006-12-29,56475918Q
0398EUI,OOO89942Q75868161,Rinaul,Charco,1400,blanco metalizado,2007-05-22,12028211Q
1858UEA,QOQ13352Q10174320,Peuyo,Natural,1400,negro metalizado,2004-09-29,23939454L
0431UIE,IIQ52468Q79487215,Fork,Escolta,1400,azul metalizado,2003-10-29,90553454Q
1810AUI,IQQ47432O50328258,Escola,Cuartus,1400,dorado,2007-09-03,51468998N
6320UOU,IQO90213Q86210207,Zitron,Tangerine,1400,negro metalizado,2004-02-24,87457684T
3043OOI,IIO13807Q91952846,Merche,Tourne,1400,rojo,2002-03-11,80738207L
5740AUA,OQI20031Q26951497,Zitron,Grapef,1400,negro metalizado,2008-08-22,99181271G
2347OUI,IIQ34933Q76160605,Peuyo,Natural,1400,rojo metalizado,2005-07-10,32609826N
5303EIO,OOO29790O68615290,Rinaul,Fuente,1400,azul metalizado,2007-07-21,21582390H
1943OAO,OQQ77027O26004989,Bemev,Berlin,1400,gris,2004-06-20,98277257M
5023EII,IOO78843O25987869,Merche,Estadio,1400,ocre,2007-08-30,80805990K
9599EAA,QIQ44168Q90090612,Merche,Berlin,1400,marron,2002-07-03,01362850P
1536UII,OIQ52049Q13574249,Bemev,Berlin,1400,rojo metalizado,2003-11-27,74086301N
5525OUO,IQO83205O51180106,Peuyo,Entero,1400,rojo metalizado,2004-09-07,92366576W
3195EOU,IQQ30276O79775466,Peuyo,Primo,1600,azul,2002-04-10,97045896H
6317EUO,OOO08870Q45492075,Bemev,Berlin,1400,azul metalizado,2008-07-15,01707914A
0122IIA,IOI43577O13083899,Seta,Champi,1400,blanco metalizado,2003-01-18,55087522S
4481IEE,QQI08224Q96288743,Rinaul,Charco,1400,gris,2009-01-13,56651407S
7696UOA,OOI78032I91035606,Peuyo,Real,1400,gris metalizado,2007-03-09,46197994X
9707OOI,IOQ82090O19640131,Zitron,Tangerine,1400,negro metalizado,2008-05-05,19425545K
9733UAO,IOO27617O30655451,Rinaul,Charco,1400,dorado,2006-01-17,81904772R
6317EUO,OOO08870Q45492075,Bemev,Berlin,1400,azul metalizado,2008-07-15,01707914A
9218OIA,OOI05730Q79417046,Merche,Estadio,1400,blanco,2003-10-15,28232810B
3929OOO,QII67147Q67852783,Bemev,Cuple,1400,blanco,2008-12-02,58793740J
9105UIU,IIQ54724I78886023,Merche,Berlin,1400,plateado,2002-03-11,53832275Q
6206EOU,OOQ49596O98630251,Escola,Tercius,1400,dorado metalizado,2006-05-06,77045444K
4286AUA,IOQ01523Q94149342,Merche,Berlin,1400,granate,2004-10-30,71116260F
5999AAI,QQQ45174I70991065,Bemev,Cuple,1400,plateado,2009-01-27,78455829T
3202OUU,IQI61167O30378668,Peuyo,Real,1400,blanco,2003-11-07,21371673G
3434AOI,QII85658I22914472,Bemev,Suv-X,1400,blanco,2002-03-01,76113108J
9200IIA,QIO98366Q19140741,Escola,Primus,1400,rojo metalizado,2006-12-29,56475918Q
5862IOU,IOQ24526I72268006,Rinaul,Fuente,1400,azul metalizado,2008-12-11,78455829T
5806EUE,OIO29513O97558686,Peuyo,Real,1400,plateado,2002-04-21,48192930H
1564AII,IOQ06526Q85602685,Escola,Cuartus,1400,rojo,2004-08-11,16203684T
8489EAU,QII08861O40845066,Rinaul,Charco,1400,verde,2006-09-23,97201505D
3949IOE,QOO41512I34042027,Bemev,Cuple,1400,violeta metalizado,2006-07-12,33254360V
4639AEE,QOQ93248I71172024,Merche,Rod-star,1400,blanco metalizado,2008-06-01,85463656A
